16
965 1635
904 320 101
89 689 172
466 635 701
218 278 716
183 498 34
866 343 491
531 708 805
84 650 418
576 694 507
416 629 606
213 391 737
509 895 405
97 177 156
554 884 872
135 504 995
424 39 456
830 315 716
243 769 910
376 369 436
846 252 947
581 136 377
74 563 464
712 258 96
255 203 111
535 797 726
753 178 530
742 645 200
72 446 574
758 258 72
463 340 132
723 753 347
410 355 86
96 561 497
401 325 321
452 234 55
750 661 19
944 341 338
661 249 620
781 365 526
220 699 511
471 832 428
723 727 688
472 568 534
518 509 571
90 454 456
490 403 213
601 273 832
136 629 393
852 136 79
839 706 510
329 203 793
810 693 465
5 480 761
658 626 781
188 725 20
591 3 6
868 11 418
577 220 825
591 421 537
441 472 689
28 377 964
487 590 712
552 887 983
628 388 338
418 747 9
557 796 948
108 886 472
214 917 108
685 25 108
49 799 486
375 390 345
450 846 85
32 183 67
405 758 274
467 92 795
519 830 984
921 805 576
580 268 842
549 547 601
104 621 336
859 484 961
440 106 956
203 776 125
435 321 347
350 620 175
494 704 872
506 401 120
331 696 534
164 320 295
160 585 698
599 651 596
474 294 474
915 942 669
734 425 827
205 136 637
325 866 950
343 719 788
365 316 878
388 506 67
517 292 346
863 521 437
727 26 522
87 271 782
194 481 138
145 674 283
312 363 709
691 516 929
819 191 769
565 134 275
715 94 120
555 350 842
936 507 656
792 64 247
197 762 563
461 870 419
893 27 176
704 175 58
733 213 656
793 673 266
619 598 12
785 429 704
646 60 265
251 296 168
661 392 469
610 873 358
130 67 191
25 184 905
760 284 686
402 604 76
660 412 396
704 289 378
852 663 51
657 47 117
890 294 267
82 389 408
829 303 851
605 794 473
490 515 317
384 536 888
279 27 127
536 577 180
43 34 516
500 929 181
663 32 250
769 764 731
194 454 252
449 812 657
551 320 850
669 500 479
286 618 305
146 253 182
325 294 174
26 172 965
701 559 92
380 686 795
795 99 376
7 374 130
482 385 915
40 93 641
781 167 734
852 475 94
183 304 420
3 386 687
881 72 245
230 930 27
137 360 322
884 656 289
760 57 303
134 478 751
492 313 350
216 939 923
634 939 164
843 100 67
570 521 874
652 841 134
867 69 890
720 371 351
322 416 96
414 241 304
899 623 605
867 680 773
766 304 621
609 483 47
734 192 451
186 781 100
637 490 933
459 911 77
896 789 33
84 462 211
409 568 289
128 241 120
487 415 374
758 706 706
921 823 234
738 344 138
160 276 653
792 281 433
839 934 109
166 273 556
888 304 127
856 699 982
709 278 968
304 75 553
682 893 733
197 56 370
672 403 305
450 96 884
257 525 981
22 713 46
891 870 422
339 397 377
276 89 826
677 102 293
865 432 249
639 94 752
930 87 170
753 556 929
270 488 241
771 190 961
154 481 449
505 155 578
239 754 73
593 555 692
164 518 763
68 536 330
178 141 723
233 827 618
292 456 576
358 211 954
113 636 277
525 660 645
144 329 567
498 107 129
309 249 684
802 864 781
847 633 552
398 640 384
590 493 261
751 523 751
117 292 755
772 187 728
651 386 286
94 760 18
305 226 202
308 592 634
740 729 713
713 929 507
91 110 102
777 41 155
505 249 508
342 540 126
623 930 676
159 326 492
217 756 90
356 562 70
175 704 879
737 816 152
121 395 446
140 300 8
186 138 84
193 198 584
859 273 330
749 25 53
610 155 842
728 732 654
818 520 377
836 114 901
452 612 929
571 46 908
511 567 493
475 429 43
195 92 922
757 488 298
384 866 370
423 352 181
144 672 996
932 441 678
807 810 99
944 925 447
397 605 832
701 129 966
241 583 226
831 808 386
635 781 860
315 211 918
82 919 274
182 728 782
159 640 925
578 277 91
639 499 323
343 46 278
362 232 748
627 846 741
351 189 970
356 567 683
514 72 939
511 519 866
764 526 985
253 869 29
155 51 818
824 191 252
560 397 572
174 527 264
398 376 720
395 851 167
437 906 233
662 552 957
180 59 472
397 217 893
238 511 891
863 339 614
648 303 741
317 940 98
99 929 581
358 134 285
368 458 677
305 431 473
75 67 456
111 899 755
449 195 181
441 361 442
472 936 909
376 489 654
740 213 454
274 594 154
774 331 916
44 860 820
159 378 695
823 915 67
290 690 23
43 682 296
710 411 8
43 436 577
931 135 412
766 118 15
133 251 920
617 696 939
456 57 714
414 173 488
825 747 540
739 498 341
405 357 687
835 413 916
228 926 100
577 353 256
750 674 735
558 792 900
769 174 880
40 739 167
213 266 559
300 160 4
105 471 849
75 710 478
116 631 485
936 606 291
476 140 446
749 380 939
899 667 297
265 248 253
456 252 426
915 555 399
466 945 58
524 684 186
598 638 767
141 781 682
796 223 289
735 658 300
572 521 5
935 171 734
730 544 361
221 630 368
922 525 88
632 894 631
938 612 210
445 120 304
183 180 165
557 749 876
336 597 939
537 412 907
873 723 283
727 667 757
534 216 852
778 353 764
116 165 477
340 426 192
616 858 77
152 857 650
592 158 869
898 944 179
849 680 737
291 438 988
412 13 800
624 536 807
324 852 44
435 447 32
113 866 776
714 507 772
163 902 228
885 438 633
915 145 42
250 58 808
420 19 585
69 268 675
590 884 741
511 195 367
131 22 464
168 886 321
822 845 593
194 854 899
3 770 126
877 730 425
685 390 381
157 611 344
652 721 230
469 370 905
353 600 395
43 97 304
247 98 826
545 380 986
351 481 656
666 206 291
138 568 872
40 836 1
181 783 168
740 833 946
876 788 275
209 157 71
681 163 31
433 28 787
324 341 428
91 272 905
766 495 490
129 919 99
401 332 781
860 617 476
421 225 264
209 38 383
213 836 280
71 248 571
286 25 7
238 49 609
875 11 539
575 616 959
618 560 532
838 800 361
164 124 875
517 305 62
354 449 654
697 923 152
717 796 187
861 783 865
177 152 590
2 176 839
323 823 788
442 254 346
772 802 263
583 6 154
868 861 361
315 672 174
306 46 945
209 827 215
167 820 646
833 7 792
927 888 116
66 270 592
712 412 288
508 225 797
362 267 234
483 557 763
515 684 374
256 670 76
477 236 125
756 495 103
37 186 254
359 710 346
899 658 936
115 192 399
667 795 261
834 306 139
311 95 18
494 807 827
924 630 175
664 110 86
257 424 368
488 521 47
798 250 738
439 130 630
509 200 730
19 13 291
565 194 210
319 627 909
632 378 302
904 805 81
878 411 645
362 906 847
917 563 465
456 774 76
396 942 413
172 705 163
915 245 947
541 759 57
17 653 973
612 240 657
404 570 449
591 760 129
287 459 529
658 587 143
384 386 415
756 334 315
607 473 773
927 625 862
583 522 642
924 492 581
631 587 827
774 511 114
529 637 833
479 621 165
82 606 382
216 101 252
337 88 333
497 419 714
571 52 972
499 355 126
608 573 417
239 767 732
379 7 263
524 427 962
584 159 926
323 572 708
156 276 481
443 908 873
13 887 291
809 906 99
144 397 209
194 317 206
102 332 889
810 865 750
52 370 655
61 634 668
714 528 838
51 198 502
31 779 521
734 604 635
466 241 220
837 363 890
154 520 80
348 696 330
68 837 933
540 730 189
716 305 279
606 419 798
564 724 819
676 439 404
683 539 658
119 550 428
355 533 858
710 249 242
395 773 92
176 559 278
190 136 686
201 891 877
61 93 82
423 172 339
613 845 747
220 673 6
852 213 525
211 31 76
651 792 149
768 262 213
59 345 480
23 64 714
401 40 879
177 743 569
120 350 996
466 804 76
610 914 215
355 311 929
372 703 193
863 33 161
510 651 829
828 873 754
719 131 334
419 384 32
588 541 981
405 607 781
40 879 758
841 542 723
599 280 2
433 170 665
643 524 883
64 356 351
578 156 652
246 163 847
703 145 384
35 659 645
768 710 31
189 304 941
46 297 864
863 562 958
813 304 865
930 146 256
281 752 430
124 633 428
388 211 900
594 196 768
112 29 506
157 267 237
26 765 784
366 689 179
469 127 184
936 618 690
229 92 250
886 377 181
549 763 725
835 510 102
538 878 681
381 280 395
439 574 861
313 558 977
164 554 909
251 847 720
108 853 480
700 630 806
25 393 475
237 90 458
753 398 839
183 771 467
711 197 795
308 727 292
805 817 247
873 834 80
315 69 868
588 177 513
12 802 889
396 312 792
72 143 489
674 234 934
72 301 293
534 315 241
761 526 106
919 832 257
926 49 462
574 124 636
456 419 996
721 895 103
778 299 789
212 538 179
564 432 116
862 289 940
238 462 831
571 765 457
632 783 917
463 827 495
931 696 461
456 285 618
586 221 542
591 702 81
874 123 124
608 63 371
861 473 937
494 474 285
582 144 445
352 258 496
820 121 98
871 390 410
852 583 53
573 106 2
285 82 424
686 507 968
515 141 654
120 523 613
237 453 618
499 877 141
327 28 120
571 163 478
817 945 467
285 72 381
436 72 841
927 653 435
22 315 892
392 353 65
734 606 591
307 225 784
64 651 315
259 64 79
208 747 846
746 914 713
22 900 815
872 590 999
32 503 424
102 303 624
483 653 137
890 509 282
34 301 14
144 555 120
914 541 685
684 729 219
439 348 120
249 898 522
146 251 946
922 542 450
195 712 251
426 748 963
245 790 641
564 297 201
106 576 522
264 538 789
697 292 149
466 257 742
932 621 211
696 936 30
610 584 987
230 796 256
46 812 528
626 855 11
47 111 179
357 313 18
635 108 50
757 584 803
563 47 278
71 737 337
408 644 382
846 713 414
575 42 999
665 790 420
922 173 94
156 853 790
644 831 751
44 372 926
64 181 541
53 78 206
620 635 124
815 612 813
172 29 859
437 452 976
625 633 921
327 879 254
94 876 711
352 178 890
548 543 592
476 337 202
693 838 828
515 332 595
19 477 548
516 328 692
145 149 497
878 437 761
337 617 133
440 200 773
312 598 879
430 299 181
849 275 524
52 620 741
726 548 829
650 701 272
920 563 836
402 108 373
277 55 239
335 939 903
157 578 47
292 229 992
33 290 541
706 631 962
468 16 286
786 269 662
844 401 863
371 938 768
716 241 277
228 658 304
767 908 340
326 472 161
325 465 210
830 29 307
288 703 495
568 463 478
438 444 690
176 893 840
490 728 919
111 288 301
599 308 335
23 104 823
357 269 790
919 477 571
880 807 501
823 501 972
53 671 229
412 195 775
907 272 808
77 519 562
453 77 938
654 913 467
244 385 994
206 326 766
659 655 820
757 637 35
671 83 852
667 5 486
472 734 184
319 851 377
570 490 536
892 679 183
316 224 611
460 263 815
581 200 46
22 356 545
156 701 499
355 245 144
698 692 12
581 526 755
913 489 515
722 212 670
580 813 916
446 467 234
518 80 808
488 583 496
42 152 157
628 700 752
370 679 42
592 189 555
272 68 335
652 893 107
710 218 673
345 231 118
490 346 903
578 538 251
822 559 877
25 693 819
228 272 506
763 72 528
534 885 640
847 698 819
791 882 905
301 388 937
192 37 198
845 650 725
494 337 70
698 367 35
718 760 329
900 17 918
178 18 66
353 285 674
847 808 895
33 4 484
675 897 437
550 525 608
373 183 779
274 39 644
732 75 826
190 944 511
852 397 972
94 646 936
28 453 880
146 430 908
380 897 49
25 665 841
271 578 316
703 909 63
169 492 161
739 751 57
795 744 347
603 728 670
97 186 172
350 781 618
755 393 133
437 469 338
527 497 475
917 770 530
221 305 825
320 559 244
326 566 203
599 219 518
215 845 60
690 473 791
420 681 145
786 706 914
176 330 240
443 811 878
752 934 534
826 662 237
730 565 967
130 796 718
146 254 356
837 452 704
479 916 201
772 245 627
924 605 794
100 475 303
883 438 610
932 193 931
147 192 494
890 446 540
217 452 612
731 657 103
231 391 904
38 187 685
502 581 800
896 691 486
474 131 974
886 137 58
19 494 360
774 110 71
259 271 959
85 595 497
580 666 60
767 462 193
736 392 726
157 109 483
477 920 186
280 469 631
809 476 277
804 248 389
247 199 207
163 470 493
549 209 722
205 424 88
240 124 201
139 611 175
336 170 100
870 576 501
654 382 346
391 89 178
14 9 899
658 43 551
916 178 500
905 163 920
869 207 899
747 40 316
708 945 469
504 430 227
14 623 735
667 750 510
839 870 693
921 407 195
172 690 47
147 945 360
364 681 395
573 58 162
50 259 373
411 279 189
873 55 941
774 513 339
174 288 910
737 394 226
403 612 794
392 300 923
356 645 126
266 39 547
444 676 717
632 173 20
798 870 897
170 12 91
793 433 487
63 909 96
827 645 109
523 824 395
875 288 55
878 203 317
295 292 361
57 456 444
652 185 384
917 435 72
544 883 826
499 496 963
560 587 117
211 393 568
269 323 329
663 41 532
163 501 744
529 602 734
812 763 546
299 224 131
924 413 26
443 282 12
487 740 9
857 687 550
450 301 994
366 81 837
671 303 48
562 658 484
835 377 467
427 456 530
621 508 859
80 230 776
11 697 841
811 765 11
375 415 564
410 785 344
849 186 467
721 214 390
830 34 547
114 901 724
234 10 246
75 74 649
231 491 711
855 519 583
790 191 539
592 575 205
399 612 417
707 922 364
815 249 449
123 340 589
232 62 36
226 510 16
419 744 740
302 875 308
312 578 995
104 54 855
29 140 203
340 251 497
59 259 880
621 115 839
8 937 937
439 421 47
853 869 522
546 213 910
902 408 266
341 284 554
193 481 229
222 302 959
233 573 278
365 574 14
621 873 788
816 169 717
553 868 125
710 599 143
441 290 360
174 154 979
164 711 795
330 58 855
74 19 965
843 504 509
189 159 356
170 795 672
290 858 393
192 703 979
440 299 792
302 644 12
201 235 914
107 771 499
393 146 482
538 464 524
74 693 485
639 633 615
470 256 74
810 447 601
495 714 632
424 139 286
122 217 433
850 403 686
773 661 916
118 502 211
780 316 187
898 780 115
781 480 222
1 486 579
470 458 529
92 54 74
598 6 790
401 467 44
20 206 581
942 660 996
628 401 11
198 499 876
507 748 979
892 748 721
188 24 139
693 383 740
142 478 271
245 616 709
41 403 61
804 488 956
113 169 20
541 117 531
933 144 871
136 562 665
520 916 940
928 770 130
891 92 132
277 839 938
270 179 542
198 53 134
654 471 130
438 821 283
391 711 958
377 418 894
17 181 306
846 879 364
836 713 754
547 243 252
787 205 251
323 585 592
849 127 406
887 592 735
795 563 390
745 408 82
334 731 798
488 493 891
732 129 151
520 426 869
704 843 165
418 273 714
179 751 293
66 888 586
584 742 947
119 550 670
752 390 976
401 119 12
808 452 553
360 219 859
693 29 625
509 766 303
708 668 323
527 689 829
600 789 7
204 47 600
278 70 822
147 660 55
437 255 614
11 610 570
311 721 62
771 429 552
435 765 156
592 721 830
92 166 45
771 918 29
195 369 694
25 243 783
715 169 897
456 323 302
868 766 148
514 755 453
36 437 240
881 903 517
763 106 449
547 486 492
151 875 122
795 110 980
903 292 665
407 855 620
922 814 612
588 269 6
81 685 248
130 826 545
267 252 791
826 330 877
930 459 962
163 154 62
317 504 285
161 439 887
538 670 646
89 182 546
623 620 582
128 15 167
499 780 878
561 340 638
502 789 690
224 596 568
809 849 432
205 360 297
879 74 387
131 929 924
761 79 65
127 902 177
763 331 650
216 322 867
201 38 193
607 333 518
639 708 317
24 687 149
359 31 196
760 583 475
154 916 5
537 305 648
653 682 452
123 394 867
256 44 440
487 865 654
735 106 9
407 672 34
906 39 53
326 724 295
731 511 520
905 531 939
494 138 544
891 717 945
554 202 313
17 836 720
889 51 860
98 22 426
92 535 430
236 853 931
596 77 196
373 728 589
913 806 168
660 432 824
456 86 730
289 910 35
414 354 413
440 621 76
895 358 183
287 145 560
416 545 898
130 476 677
741 531 378
435 155 286
517 437 315
236 418 720
717 605 58
229 369 601
733 869 555
772 782 736
129 527 93
338 863 620
662 753 549
113 320 343
62 607 311
149 667 711
775 280 262
355 796 196
682 14 76
847 774 21
453 392 909
295 386 138
888 176 310
457 757 693
431 383 839
707 292 664
33 245 834
881 739 702
564 441 111
407 302 292
301 700 472
830 433 783
740 663 542
92 270 530
77 735 606
213 651 275
813 438 558
315 571 182
597 788 196
785 327 342
765 48 752
943 785 392
479 840 533
919 386 832
332 265 190
59 674 114
138 214 70
639 203 771
139 696 76
209 874 381
389 416 276
77 210 280
218 943 940
345 342 632
460 563 99
6 513 821
124 148 830
179 431 43
682 842 166
444 68 395
187 33 477
290 669 57
146 407 499
116 767 840
644 512 282
479 402 117
878 320 922
885 337 481
484 844 220
365 880 279
206 532 133
183 882 266
487 443 332
258 180 106
545 897 619
699 13 352
772 82 640
818 233 404
183 785 450
129 876 376
89 116 156
99 611 400
896 361 239
818 348 7
688 631 805
181 335 288
799 296 394
750 902 650
44 883 686
606 130 344
223 836 68
829 811 339
258 640 729
56 944 747
317 116 796
907 121 627
38 892 172
245 786 291
545 872 606
903 86 876
306 845 369
869 721 308
364 922 872
903 108 715
713 537 374
326 121 807
778 233 34
283 880 332
707 14 245
350 210 714
240 199 957
105 209 757
195 571 816
509 292 813
26 878 139
335 927 558
871 929 117
443 935 271
619 878 817
228 316 914
568 211 799
18 329 548
595 568 280
118 26 216
491 165 45
430 12 839
759 146 970
618 409 923
37 309 482
943 783 717
437 868 551
655 681 434
634 98 905
552 931 893
449 160 734
6 503 7
922 454 462
556 249 733
587 324 12
802 242 652
217 37 795
106 255 612
100 475 991
666 123 148
439 939 108
326 261 66
815 916 835
75 612 211
403 68 410
139 331 139
933 307 519
713 303 268
631 315 521
570 761 397
911 575 467
109 795 311
635 544 658
703 419 69
306 69 633
225 424 591
714 245 893
307 197 853
649 22 828
377 149 410
507 285 10
510 711 728
249 808 208
770 121 896
809 378 140
321 453 404
243 3 540
700 542 19
469 634 592
866 611 143
942 656 491
148 146 189
682 828 598
389 663 666
145 871 935
309 871 789
680 290 350
186 605 401
168 139 248
685 151 742
311 78 86
98 613 966
449 706 919
619 634 172
268 550 13
677 1 106
730 727 294
626 598 338
248 839 628
559 926 660
682 702 283
736 346 155
919 541 73
821 321 216
268 802 335
626 377 559
369 35 352
681 1 77
506 797 918
263 506 158
218 73 284
74 663 524
358 813 394
491 152 461
689 144 467
902 213 36
651 777 882
498 512 310
290 438 713
634 779 256
104 627 925
49 456 415
609 574 405
120 301 526
575 488 45
578 551 108
640 857 354
548 823 524
730 299 461
497 427 105
172 547 174
249 534 557
388 65 413
108 704 515
869 447 961
320 267 95
294 586 964
823 562 619
230 726 456
276 244 670
290 779 396
104 201 547
610 800 542
855 139 676
190 410 940
608 617 546
755 235 743
164 904 519
94 222 724
595 740 333
876 339 825
440 494 515
887 827 223
771 365 346
24 206 943
379 204 733
603 81 40
631 173 495
543 664 787
854 685 807
178 766 290
425 821 834
127 884 388
858 723 811
459 852 190
762 6 81
144 350 825
792 848 485
398 43 592
420 153 687
905 266 871
202 461 684
501 565 284
894 356 113
544 198 356
388 601 457
334 108 852
888 801 968
354 208 902
938 1888
582 273 771
480 862 866
10 851 440
119 383 727
172 529 846
588 684 519
154 320 928
689 912 406
933 52 40
599 237 7
828 569 71
646 58 642
349 759 206
912 338 534
757 857 175
724 233 443
78 120 311
438 514 257
518 227 997
924 201 784
203 214 421
527 773 989
168 504 669
363 243 814
482 435 138
576 828 580
871 862 315
312 606 931
324 471 600
361 439 451
720 253 335
477 282 300
241 682 319
775 526 244
8 401 418
936 216 87
790 606 228
321 225 151
279 720 63
894 85 846
604 924 398
605 858 460
868 807 277
623 827 721
831 387 822
190 382 506
201 705 878
319 112 907
463 852 80
796 209 115
504 108 375
95 92 48
467 669 628
409 762 920
25 11 768
2 200 122
